IncidentNumber	AgencyNumber	FromDate	DrugType	Address1	Address2	City	ZIP	LocationType1	LocationType2	SuspectNumber	Race	Age	Sex	TypeofCriminalActivity	OhioRevisedCode
"20152390"	"OH0730200"	42250.0680555556	1.0	"1100 15th St"	"PMHA Waller - 1506"	"Portsmouth"	45662.0	2.0		1.0	"B"	26.0	"M"	"P"	"292511C6"
"20152390"	"OH0730200"	42250.0680555556	1.0	"1100 15th St"	"PMHA Waller - 1506"	"Portsmouth"	45662.0	47.0		1.0	"B"	26.0	"M"	""	"292112"
"20152390"	"OH0730200"	42250.0680555556	1.0	"1100 15th St"	"PMHA Waller - 1506"	"Portsmouth"	45662.0	47.0		1.0	"B"	26.0	"M"	""	"293743"
"20152390"	"OH0730200"	42250.0680555556	1.0	"1100 15th St"	"PMHA Waller - 1506"	"Portsmouth"	45662.0	47.0		1.0	"B"	26.0	"M"	"P"	"292511"
"20152390"	"OH0730200"	42250.0680555556	1.0	"1100 15th St"	"PMHA Waller - 1506"	"Portsmouth"	45662.0	47.0		1.0	"B"	26.0	"M"	"P"	"292511C2"
"20152390"	"OH0730200"	42250.0680555556	1.0	"1100 15th St"	"PMHA Waller - 1506"	"Portsmouth"	45662.0	47.0		1.0	"B"	26.0	"M"	"P"	"292511C6"
"20152530"	"OH0730200"	42264.0569444444	8.0	"1800 Thomas Av"	""	"Portsmouth"	45662.0	2.0		1.0	"W"	38.0	"M"	""	"291121"
"20152530"	"OH0730200"	42264.0569444444	8.0	"1800 Thomas Av"	""	"Portsmouth"	45662.0	2.0		1.0	"W"	38.0	"M"	"P"	"292511C2"
"20152559"	"OH0730200"	42265.6486111111	1.0	"0 25th St / Scioto Tr"	"25th St / Scioto Tr"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	36.0	"F"	"P"	"292511"
"20152567"	"OH0730200"	42266.1375	1.0	"2350 17th St"	"Oasis Convenient Mart"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	27.0	"M"	""	"291711B2"
"20152567"	"OH0730200"	42266.1375	1.0	"2350 17th St"	"Oasis Convenient Mart"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	27.0	"M"	"P"	"292312A2"
"20152567"	"OH0730200"	42266.1375	1.0	"2350 17th St"	"Oasis Convenient Mart"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	27.0	"M"	"P"	"292315"
"20152567"	"OH0730200"	42266.1375	1.0	"2350 17th St"	"Oasis Convenient Mart"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	27.0	"M"	"P"	"292511"
"20152577"	"OH0730200"	42266.9048611111	6.0	"1909 Thomas Av"	"PMHA Thomas - 1909"	"Portsmouth"	45662.0	2.0		1.0	"B"	22.0	"M"	"U"	"292511C1"
"20152577"	"OH0730200"	42266.9048611111	6.0	"1909 Thomas Av"	"PMHA Thomas - 1909"	"Portsmouth"	45662.0	2.0		1.0	"B"	22.0	"M"	"U"	"292511C2"
"20152604"	"OH0730200"	42269.0611111111	8.0	"1600 Kendall Av"	""	"PORTSMOUTH"	45662.0	52.0		1.0	"W"	37.0	"M"	""	"291711B2"
"20152604"	"OH0730200"	42269.0611111111	8.0	"1600 Kendall Av"	""	"PORTSMOUTH"	45662.0	52.0		1.0	"W"	37.0	"M"	""	"293743"
"20152604"	"OH0730200"	42269.0611111111	8.0	"1600 Kendall Av"	""	"PORTSMOUTH"	45662.0	52.0		1.0	"W"	37.0	"M"	"P"	"292511C2"
"20152604"	"OH0730200"	42269.0611111111	8.0	"1600 Kendall Av"	""	"PORTSMOUTH"	45662.0	52.0		1.0	"W"	37.0	"M"	"P"	"292512"
"20152607"	"OH0730200"	42269.3916666667	1.0	"1506 Waller St"	"PMHA Waller - 1506"	"Portsmouth"	45662.0	2.0		1.0	"W"	28.0	"M"	"B"	"292511"
"20152696"	"OH0730200"	42278.5229166667	6.0	"1600 Summit St"	""	"Portsmouth"	45662.0	47.0		1.0	"W"	28.0	"F"	"P"	"292511C1"
"20152791"	"OH0730200"	42288.03125	1.0	"2528 Gallia St"	"Wendys Gallia St"	"Portsmouth"	45662.0	48.0		1.0	"W"	34.0	"F"	"P"	"292511C1"
"20152791"	"OH0730200"	42288.03125	1.0	"2528 Gallia St"	"Wendys Gallia St"	"Portsmouth"	45662.0	48.0		1.0	"W"	34.0	"F"	"P"	"292511C6"
"20152791"	"OH0730200"	42288.03125	1.0	"2528 Gallia St"	"Wendys Gallia St"	"Portsmouth"	45662.0	48.0		1.0	"W"	34.0	"F"	"P"	"292512"
"20152901"	"OH0730200"	42300.3861111111	1.0	"1718 Valley St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	35.0	"F"	"N"	"291922"
"20152901"	"OH0730200"	42300.3861111111	1.0	"1718 Valley St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	35.0	"F"	"P"	"292511C6"
"20153107"	"OH0730200"	42318.7180555556	5.0	"2507 Gallia St"	"Save A Lot"	"Portsmouth"	45662.0	37.0		1.0	"W"	31.0	"F"	""	"291302"
"20153107"	"OH0730200"	42318.7180555556	5.0	"2507 Gallia St"	"Save A Lot"	"Portsmouth"	45662.0	37.0		1.0	"W"	31.0	"F"	"P"	"292511C2"
"20153164"	"OH0730200"	42322.1270833333	1.0	"1300 High St"	"North/South alleyway"	"Portsmouth"	45662.0	47.0		1.0	"W"	28.0	"F"	"U"	"292511C6"
"20153254"	"OH0730200"	42329.8097222222	1.0	"2019 Grant St"	"Backyard of above address"	"PORTSMOUTH"	45662.0	43.0		1.0	"W"	49.0	"M"	""	"291121"
"20153254"	"OH0730200"	42329.8097222222	1.0	"2019 Grant St"	"Backyard of above address"	"PORTSMOUTH"	45662.0	43.0		1.0	"W"	49.0	"M"	"P"	"292511"
"20153254"	"OH0730200"	42329.8097222222	1.0	"2019 Grant St"	"Backyard of above address"	"PORTSMOUTH"	45662.0	43.0		1.0	"W"	49.0	"M"	"P"	"292514"
"20153410"	"OH0730200"	42342.8902777778	1.0	"1600 Kendall Av"	""	"Portsmouth"	45662.0	52.0		1.0	"W"	37.0	"M"	"U"	"292511C6"
"20153415"	"OH0730200"	42345.8402777778	8.0	"500 Sycamore St"	""	"SCIOTOVILLE"	45662.0	47.0		1.0	"W"	48.0	"M"	"U"	"292511C2"
"20153418"	"OH0730200"	42346.0534722222	4.0	"1400 Center St"	""	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	20.0	"M"	"U"	"292511C2"
"20153418"	"OH0730200"	42346.0534722222	4.0	"1400 Center St"	""	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	20.0	"M"	"U"	"292511C3"
"20153444"	"OH0730200"	42349.1513888889	1.0	"1100 Chillicothe St"	""	"Portsmouth"	45662.0	47.0		1.0	"B"	26.0	"M"	""	"292324"
"20153444"	"OH0730200"	42349.1513888889	1.0	"1100 Chillicothe St"	""	"Portsmouth"	45662.0	47.0		1.0	"B"	26.0	"M"	""	"451119A1A"
"20153444"	"OH0730200"	42349.1513888889	1.0	"1100 Chillicothe St"	""	"Portsmouth"	45662.0	47.0		1.0	"B"	26.0	"M"	"P"	"292511C6"
"20153616"	"OH0730200"	42365.4256944444	8.0	"117 Scioto St"	"Alexandria Park"	"PORTSMOUTH"	45662.0	49.0		1.0	"W"	58.0	"M"	"P"	"292511C2"
"20160034"	"OH0730200"	42372.5388888889	1.0	"1511 5th St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	35.0	"M"	""	"292324"
"20160034"	"OH0730200"	42372.5388888889	1.0	"1511 5th St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	35.0	"M"	"D"	"292503C6"
"20160034"	"OH0730200"	42372.5388888889	1.0	"1511 5th St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	35.0	"M"	"U"	"292511C4"
"20160043"	"OH0730200"	42372.9888888889	1.0	"2926 Scioto Tr"	"Super Quik Convenient Store"	"PORTSMOUTH"	45662.0	48.0		1.0	"W"	41.0	"F"	"P"	"292511C6"
"20160043"	"OH0730200"	42372.9888888889	1.0	"2926 Scioto Tr"	"Super Quik Convenient Store"	"PORTSMOUTH"	45662.0	48.0		1.0	"W"	41.0	"F"	"P"	"292512"
"20160043"	"OH0730200"	42372.9888888889	1.0	"2926 Scioto Tr"	"Super Quik Convenient Store"	"PORTSMOUTH"	45662.0	48.0		1.0	"W"	41.0	"F"	"P"	"292514"
"20160043"	"OH0730200"	42372.9888888889	1.0	"2926 Scioto Tr"	"Super Quik Convenient Store"	"PORTSMOUTH"	45662.0	48.0		2.0	"W"	34.0	"F"	"P"	"292511C6"
"20160043"	"OH0730200"	42372.9888888889	1.0	"2926 Scioto Tr"	"Super Quik Convenient Store"	"PORTSMOUTH"	45662.0	48.0		2.0	"W"	34.0	"F"	"P"	"292512"
"20160043"	"OH0730200"	42372.9888888889	1.0	"2926 Scioto Tr"	"Super Quik Convenient Store"	"PORTSMOUTH"	45662.0	48.0		2.0	"W"	34.0	"F"	"P"	"292514"
"20160075"	"OH0730200"	42375.6069444444	1.0	"1918 Kendall Av"	"PMHA Kendall - 1918"	"Portsmouth"	45662.0	2.0		1.0	"W"	36.0	"F"	""	"292324"
"20160075"	"OH0730200"	42375.6069444444	1.0	"1918 Kendall Av"	"PMHA Kendall - 1918"	"Portsmouth"	45662.0	2.0		1.0	"W"	36.0	"F"	"D"	"292503C6"
"20160075"	"OH0730200"	42375.6069444444	1.0	"1918 Kendall Av"	"PMHA Kendall - 1918"	"Portsmouth"	45662.0	2.0		2.0	"W"	34.0	"F"	""	"292324"
"20160075"	"OH0730200"	42375.6069444444	1.0	"1918 Kendall Av"	"PMHA Kendall - 1918"	"Portsmouth"	45662.0	2.0		2.0	"W"	34.0	"F"	"D"	"292503C6"
"20160075"	"OH0730200"	42375.6069444444	1.0	"1918 Kendall Av"	"PMHA Kendall - 1918"	"Portsmouth"	45662.0	2.0		3.0	"W"	22.0	"F"	""	"292324"
"20160075"	"OH0730200"	42375.6069444444	1.0	"1918 Kendall Av"	"PMHA Kendall - 1918"	"Portsmouth"	45662.0	2.0		3.0	"W"	22.0	"F"	"D"	"292503C6"
"20160075"	"OH0730200"	42375.6069444444	1.0	"1918 Kendall Av"	"PMHA Kendall - 1918"	"Portsmouth"	45662.0	2.0		4.0	"W"	34.0	"F"	""	"292324"
"20160075"	"OH0730200"	42375.6069444444	1.0	"1918 Kendall Av"	"PMHA Kendall - 1918"	"Portsmouth"	45662.0	2.0		4.0	"W"	34.0	"F"	"D"	"292503C6"
"20160075"	"OH0730200"	42375.6069444444	1.0	"1918 Kendall Av"	"PMHA Kendall - 1918"	"Portsmouth"	45662.0	2.0		5.0	"B"	38.0	"M"	""	"292324"
"20160075"	"OH0730200"	42375.6069444444	1.0	"1918 Kendall Av"	"PMHA Kendall - 1918"	"Portsmouth"	45662.0	2.0		5.0	"B"	38.0	"M"	"D"	"292503C6"
"20160122"	"OH0730200"	42380.4236111111	1.0	"1910 Kendall Av"	"PMHA Kendall - 1910"	"Portsmouth"	45662.0	2.0		1.0	"W"	36.0	"F"	""	"292324"
"20160122"	"OH0730200"	42380.4236111111	1.0	"1910 Kendall Av"	"PMHA Kendall - 1910"	"Portsmouth"	45662.0	2.0		1.0	"W"	36.0	"F"	"U"	"292511C6"
"20160145"	"OH0730200"	42384.7847222222	1.0	"1309 Center St"	""	"Portsmouth"	45662.0	47.0		0.0	""	0.0	""	"U"	"292511"
"20160293"	"OH0730200"	42402.8069444444	1.0	"1800 Wayne Av"	""	"Portsmouth"	45662.0	52.0		1.0	"W"	19.0	"M"	""	"292131"
"20160293"	"OH0730200"	42402.8069444444	1.0	"1800 Wayne Av"	""	"Portsmouth"	45662.0	52.0		1.0	"W"	19.0	"M"	"D"	"292511C6"
"20160293"	"OH0730200"	42402.8069444444	1.0	"1800 Wayne Av"	""	"Portsmouth"	45662.0	52.0		1.0	"W"	19.0	"M"	"P"	"292312"
"20160553"	"OH0730200"	42434.1923611111	1.0	"2401 Gallia St"	"Speedway"	"PORTSMOUTH"	45662.0	48.0		1.0	"W"	25.0	"M"	"U"	"292511C4"
"20160553"	"OH0730200"	42434.1923611111	1.0	"2401 Gallia St"	"Speedway"	"PORTSMOUTH"	45662.0	48.0		1.0	"W"	25.0	"M"	"U"	"292511C6"
"20160704"	"OH0730200"	42449.5847222222	1.0	"1807 5th St"	""	"Portsmouth"	45662.0	1.0		1.0	"B"	31.0	"M"	"D"	"292503C6"
"20160704"	"OH0730200"	42449.5847222222	1.0	"1807 5th St"	""	"Portsmouth"	45662.0	1.0		2.0	"B"	26.0	"M"	"D"	"292503C6"
"20160816"	"OH0730200"	42458.9180555556	1.0	"2010 Sunrise Av"	""	"Portsmouth"	45662.0	2.0		1.0	"W"	30.0	"M"	"U"	"292511C6"
"20160816"	"OH0730200"	42458.9180555556	1.0	"2010 Sunrise Av"	""	"Portsmouth"	45662.0	2.0		2.0	"W"	25.0	"F"	"U"	"292511C6"
"20160848"	"OH0730200"	42461.8680555556	4.0	"1000 Clay St"	""	"Portsmouth"	45662.0	48.0		1.0	"B"	24.0	"M"	"D"	"292503C4"
"20160848"	"OH0730200"	42461.8680555556	4.0	"1000 Clay St"	""	"Portsmouth"	45662.0	48.0		1.0	"B"	24.0	"M"	"P"	"292312A2"
"20161154"	"OH0730200"	42495.3618055556	6.0	"2624 Gallia St"	"McDonalds"	"Portsmouth"	45662.0	28.0		1.0	"W"	32.0	"M"	""	"291711B2"
"20161154"	"OH0730200"	42495.3618055556	6.0	"2624 Gallia St"	"McDonalds"	"Portsmouth"	45662.0	28.0		1.0	"W"	32.0	"M"	"P"	"292511C1"
"20161332"	"OH0730200"	42516.4694444444	6.0	"728 2nd St"	"Portsmouth Municipal Building"	"PORTSMOUTH"	45662.0	7.0		1.0	"W"	25.0	"M"	"P"	"292511C1"
"20161332"	"OH0730200"	42516.4694444444	6.0	"728 2nd St"	"Portsmouth Municipal Building"	"PORTSMOUTH"	45662.0	7.0		1.0	"W"	25.0	"M"	"P"	"292514"
"20161420"	"OH0730200"	42526.6993055556	1.0	"811 Gay St"	"Kroger"	"PORTSMOUTH"	45662.0	48.0		1.0	"W"	39.0	"F"	"P"	"292511C1"
"20161420"	"OH0730200"	42526.6993055556	1.0	"811 Gay St"	"Kroger"	"PORTSMOUTH"	45662.0	48.0		1.0	"W"	39.0	"F"	"P"	"292511C6"
"20161420"	"OH0730200"	42526.6993055556	6.0	"811 Gay St"	"Kroger"	"PORTSMOUTH"	45662.0	48.0		1.0	"W"	39.0	"F"	"P"	"292511C1"
"20161420"	"OH0730200"	42526.6993055556	6.0	"811 Gay St"	"Kroger"	"PORTSMOUTH"	45662.0	48.0		1.0	"W"	39.0	"F"	"P"	"292511C6"
"20162017"	"OH0730200"	42578.79375	4.0	"1350 Offnere St"	"Bell Hill Apartments"	"PORTSMOUTH"	45662.0	47.0		1.0	"B"	47.0	"M"	"P"	"292511C1"
"20162017"	"OH0730200"	42578.79375	4.0	"1350 Offnere St"	"Bell Hill Apartments"	"PORTSMOUTH"	45662.0	47.0		1.0	"B"	47.0	"M"	"P"	"292511C2"
"20162017"	"OH0730200"	42578.79375	4.0	"1350 Offnere St"	"Bell Hill Apartments"	"PORTSMOUTH"	45662.0	47.0		2.0	"W"	45.0	"F"	"P"	"292511C1"
"20162017"	"OH0730200"	42578.79375	4.0	"1350 Offnere St"	"Bell Hill Apartments"	"PORTSMOUTH"	45662.0	47.0		2.0	"W"	45.0	"F"	"P"	"292511C2"
"20162017"	"OH0730200"	42578.79375	6.0	"1350 Offnere St"	"Bell Hill Apartments"	"PORTSMOUTH"	45662.0	47.0		1.0	"B"	47.0	"M"	"P"	"292511C1"
"20162017"	"OH0730200"	42578.79375	6.0	"1350 Offnere St"	"Bell Hill Apartments"	"PORTSMOUTH"	45662.0	47.0		1.0	"B"	47.0	"M"	"P"	"292511C2"
"20162017"	"OH0730200"	42578.79375	6.0	"1350 Offnere St"	"Bell Hill Apartments"	"PORTSMOUTH"	45662.0	47.0		2.0	"W"	45.0	"F"	"P"	"292511C1"
"20162017"	"OH0730200"	42578.79375	6.0	"1350 Offnere St"	"Bell Hill Apartments"	"PORTSMOUTH"	45662.0	47.0		2.0	"W"	45.0	"F"	"P"	"292511C2"
"20162083"	"OH0730200"	42583.0784722222	6.0	"2926 Scioto Tr"	"Super Quik Convenient Store"	"Portsmouth"	45662.0	48.0		1.0	"W"	30.0	"M"	""	"293743"
"20162083"	"OH0730200"	42583.0784722222	6.0	"2926 Scioto Tr"	"Super Quik Convenient Store"	"Portsmouth"	45662.0	48.0		1.0	"W"	30.0	"M"	"P"	"292511C1"
"20162083"	"OH0730200"	42583.0784722222	6.0	"2926 Scioto Tr"	"Super Quik Convenient Store"	"Portsmouth"	45662.0	48.0		2.0	"W"	35.0	"F"	""	"293743"
"20162083"	"OH0730200"	42583.0784722222	6.0	"2926 Scioto Tr"	"Super Quik Convenient Store"	"Portsmouth"	45662.0	48.0		2.0	"W"	35.0	"F"	"P"	"292511C1"
"20162356"	"OH0730200"	42613.0423611111	1.0	"800 10th St"	"800 BLK TRACY PARK"	"Portsmouth"	45662.0	47.0		1.0	"W"	50.0	"M"	"P"	"292511C6"
"20162516"	"OH0730200"	42627.4520833333	8.0	"0 15th St / Waller St"	"15th St / Waller St"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	36.0	"M"	"P"	"292511C1"
"20162516"	"OH0730200"	42627.4520833333	8.0	"0 15th St / Waller St"	"15th St / Waller St"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	36.0	"M"	"P"	"292511C2"
"20162581"	"OH0730200"	42636.1125	6.0	"0 Dorman Dr / Thomas Av"	"Dorman Dr / Thomas Av"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	29.0	"F"	""	"291732A3"
"20162581"	"OH0730200"	42636.1125	6.0	"0 Dorman Dr / Thomas Av"	"Dorman Dr / Thomas Av"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	29.0	"F"	""	"451119A1A"
"20162581"	"OH0730200"	42636.1125	6.0	"0 Dorman Dr / Thomas Av"	"Dorman Dr / Thomas Av"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	29.0	"F"	"P"	"292511"
"20162581"	"OH0730200"	42636.1125	6.0	"0 Dorman Dr / Thomas Av"	"Dorman Dr / Thomas Av"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	29.0	"F"	"P"	"292511C3"
"20162824"	"OH0730200"	42662.4388888889	8.0	"2918 Gallia St"	"Subway Gallia St"	"Portsmouth"	45662.0	48.0		1.0	"W"	41.0	"M"	""	"4511194"
"20162824"	"OH0730200"	42662.4388888889	8.0	"2918 Gallia St"	"Subway Gallia St"	"Portsmouth"	45662.0	48.0		1.0	"W"	41.0	"M"	"U"	"292511C2"
"20162875"	"OH0730200"	42666.8034722222	1.0	"1500 Kinneys Ln"	"Kinneys Ln / Offnere St"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	21.0	"F"	"P"	"292503C4"
"20162875"	"OH0730200"	42666.8034722222	1.0	"1500 Kinneys Ln"	"Kinneys Ln / Offnere St"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	21.0	"F"	"P"	"292503C6"
"20162875"	"OH0730200"	42666.8034722222	1.0	"1500 Kinneys Ln"	"Kinneys Ln / Offnere St"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	21.0	"F"	"P"	"292511C4"
"20162875"	"OH0730200"	42666.8034722222	1.0	"1500 Kinneys Ln"	"Kinneys Ln / Offnere St"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	21.0	"F"	"P"	"292511C6"
"20162963"	"OH0730200"	42676.7368055556	1.0	"0 Vinton Av / Center St"	"Vinton Av / Center St"	"PORTSMOUTH"	45662.0	52.0		1.0	"W"	41.0	"M"	""	"292324"
"20162963"	"OH0730200"	42676.7368055556	1.0	"0 Vinton Av / Center St"	"Vinton Av / Center St"	"PORTSMOUTH"	45662.0	52.0		1.0	"W"	41.0	"M"	"D"	"292503C1"
"20162963"	"OH0730200"	42676.7368055556	1.0	"0 Vinton Av / Center St"	"Vinton Av / Center St"	"PORTSMOUTH"	45662.0	52.0		1.0	"W"	41.0	"M"	"D"	"292503C6"
"20162963"	"OH0730200"	42676.7368055556	1.0	"0 Vinton Av / Center St"	"Vinton Av / Center St"	"PORTSMOUTH"	45662.0	52.0		1.0	"W"	41.0	"M"	"P"	"292313A3"
"20162963"	"OH0730200"	42676.7368055556	1.0	"0 Vinton Av / Center St"	"Vinton Av / Center St"	"PORTSMOUTH"	45662.0	52.0		1.0	"W"	41.0	"M"	"U"	"292511C1"
"20162963"	"OH0730200"	42676.7368055556	1.0	"0 Vinton Av / Center St"	"Vinton Av / Center St"	"PORTSMOUTH"	45662.0	52.0		1.0	"W"	41.0	"M"	"U"	"292511C4"
"20162963"	"OH0730200"	42676.7368055556	1.0	"0 Vinton Av / Center St"	"Vinton Av / Center St"	"PORTSMOUTH"	45662.0	52.0		1.0	"W"	41.0	"M"	"U"	"292511C6"
"20162967"	"OH0730200"	42678.0881944444	1.0	"1100 Lincoln St"	"1100 Blk Lincoln St"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	28.0	"M"	"P"	"292511C4"
"20162967"	"OH0730200"	42678.0881944444	1.0	"1100 Lincoln St"	"1100 Blk Lincoln St"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	28.0	"M"	"P"	"292511C6"
"20163295"	"OH0730200"	42715.3083333333	8.0	"1800 Mabert Rd"	""	"Portsmouth"	45662.0	47.0		1.0	"W"	29.0	"F"	"P"	"292511C1"
"20163295"	"OH0730200"	42715.3083333333	8.0	"1800 Mabert Rd"	""	"Portsmouth"	45662.0	47.0		1.0	"W"	29.0	"F"	"P"	"292511C2"
"20163295"	"OH0730200"	42715.3083333333	8.0	"1800 Mabert Rd"	""	"Portsmouth"	45662.0	47.0		1.0	"W"	29.0	"F"	"P"	"292512"
"20163295"	"OH0730200"	42715.3083333333	8.0	"1800 Mabert Rd"	""	"Portsmouth"	45662.0	47.0		1.0	"W"	29.0	"F"	"P"	"292514"
"20170072"	"OH0730200"	42744.9909722222	1.0	"811 Gay St"	"Kroger"	"Portsmouth"	45662.0	37.0		1.0	"B"	20.0	"M"	""	"292133"
"20170072"	"OH0730200"	42744.9909722222	1.0	"811 Gay St"	"Kroger"	"Portsmouth"	45662.0	37.0		1.0	"B"	20.0	"M"	""	"293743"
"20170072"	"OH0730200"	42744.9909722222	1.0	"811 Gay St"	"Kroger"	"Portsmouth"	45662.0	37.0		1.0	"B"	20.0	"M"	"D"	"292503C6"
"20170072"	"OH0730200"	42744.9909722222	1.0	"811 Gay St"	"Kroger"	"Portsmouth"	45662.0	37.0		1.0	"B"	20.0	"M"	"D"	"292511C1"
"20170072"	"OH0730200"	42744.9909722222	1.0	"811 Gay St"	"Kroger"	"Portsmouth"	45662.0	37.0		1.0	"B"	20.0	"M"	"D"	"292511C6"
"20170087"	"OH0730200"	42746.9451388889	1.0	"0 8th St / Harmon St"	"8th St / Harmon St"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	28.0	"F"	"D"	"292503C1"
"20170087"	"OH0730200"	42746.9451388889	1.0	"0 8th St / Harmon St"	"8th St / Harmon St"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	28.0	"F"	"D"	"292503C6"
"20170087"	"OH0730200"	42746.9451388889	1.0	"0 8th St / Harmon St"	"8th St / Harmon St"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	28.0	"F"	"P"	"292511C1"
"20170087"	"OH0730200"	42746.9451388889	1.0	"0 8th St / Harmon St"	"8th St / Harmon St"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	28.0	"F"	"P"	"292511C6"
"20170087"	"OH0730200"	42746.9451388889	1.0	"0 8th St / Harmon St"	"8th St / Harmon St"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	28.0	"F"	"P"	"292512"
"20170087"	"OH0730200"	42746.9451388889	1.0	"0 8th St / Harmon St"	"8th St / Harmon St"	"PORTSMOUTH"	45662.0	47.0		1.0	"W"	28.0	"F"	"P"	"292514"
"20170087"	"OH0730200"	42746.9451388889	1.0	"0 8th St / Harmon St"	"8th St / Harmon St"	"PORTSMOUTH"	45662.0	47.0		2.0	"W"	41.0	"M"	"D"	"292503C1"
"20170087"	"OH0730200"	42746.9451388889	1.0	"0 8th St / Harmon St"	"8th St / Harmon St"	"PORTSMOUTH"	45662.0	47.0		2.0	"W"	41.0	"M"	"D"	"292503C6"
"20170087"	"OH0730200"	42746.9451388889	1.0	"0 8th St / Harmon St"	"8th St / Harmon St"	"PORTSMOUTH"	45662.0	47.0		2.0	"W"	41.0	"M"	"P"	"292511C1"
"20170087"	"OH0730200"	42746.9451388889	1.0	"0 8th St / Harmon St"	"8th St / Harmon St"	"PORTSMOUTH"	45662.0	47.0		2.0	"W"	41.0	"M"	"P"	"292511C6"
"20170087"	"OH0730200"	42746.9451388889	1.0	"0 8th St / Harmon St"	"8th St / Harmon St"	"PORTSMOUTH"	45662.0	47.0		2.0	"W"	41.0	"M"	"P"	"292512"
"20170087"	"OH0730200"	42746.9451388889	1.0	"0 8th St / Harmon St"	"8th St / Harmon St"	"PORTSMOUTH"	45662.0	47.0		2.0	"W"	41.0	"M"	"P"	"292514"
"20170138"	"OH0730200"	42751.11875	1.0	"2401 Gallia St"	"Speedway"	"Portsmouth"	45662.0	48.0		1.0	"W"	33.0	"M"	"U"	"292511C1"
"20170138"	"OH0730200"	42751.11875	1.0	"2401 Gallia St"	"Speedway"	"Portsmouth"	45662.0	48.0		1.0	"W"	33.0	"M"	"U"	"292511C6"
"20170138"	"OH0730200"	42751.11875	1.0	"2401 Gallia St"	"Speedway"	"Portsmouth"	45662.0	48.0		1.0	"W"	33.0	"M"	"U"	"292512"
"20170558"	"OH0730200"	42790.7402777778	1.0	"1417 Mound St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	34.0	"M"	""	"292324"
"20170558"	"OH0730200"	42790.7402777778	1.0	"1417 Mound St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	34.0	"M"	"P"	"292313"
"20170558"	"OH0730200"	42790.7402777778	1.0	"1417 Mound St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	34.0	"M"	"P"	"292511C2"
"20170558"	"OH0730200"	42790.7402777778	1.0	"1417 Mound St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	34.0	"M"	"P"	"292512"
"20170558"	"OH0730200"	42790.7402777778	1.0	"1417 Mound St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	34.0	"M"	"U"	"292511C6"
"20170558"	"OH0730200"	42790.7402777778	1.0	"1417 Mound St"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	34.0	"M"	"U"	"292514"
"20170625"	"OH0730200"	42797.9138888889	1.0	"1204 Waller St"	""	"Portsmouth"	45662.0	52.0		1.0	"W"	26.0	"M"	"U"	"292511C1"
"20170628"	"OH0730200"	42798.0173611111	1.0	"1708 Jackson Av"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	48.0	"M"	""	"293743"
"20170628"	"OH0730200"	42798.0173611111	1.0	"1708 Jackson Av"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	48.0	"M"	"U"	"292511C4"
"20170628"	"OH0730200"	42798.0173611111	1.0	"1708 Jackson Av"	""	"Portsmouth"	45662.0	1.0		1.0	"W"	48.0	"M"	"U"	"292511C6"
"20170651"	"OH0730200"	42800.775	1.0	"0 Kiff St / Bonser Av"	"Kiff St / Bonser Av"	""	45662.0	12.0		1.0	"W"	37.0	"F"	"P"	"292136A2"
